Date,AAPL,AMZN,GOOGL,MSFT,TSLA,^GSPC
2024-10-24,228.8544464111328,186.3800048828125,161.7857666015625,418.9120788574219,260.4800109863281,5809.85986328125
2024-10-25,229.68821716308594,187.8300018310547,164.32113647460938,422.28515625,269.19000244140625,5808.1201171875
2024-10-28,231.66336059570312,188.38999938964844,165.76280212402344,420.74652099609375,262.510009765625,5823.52001953125
2024-10-29,231.93136596679688,190.8300018310547,168.705810546875,426.0331115722656,259.5199890136719,5832.919921875
2024-10-30,228.38795471191406,192.72999572753906,173.4583740234375,426.60516357421875,257.54998779296875,5813.669921875
2024-10-31,224.22911071777344,186.39999389648438,170.12759399414062,400.7838134765625,249.85000610351562,5705.4501953125
2024-11-01,221.25143432617188,197.92999267578125,170.3065643310547,404.7487487792969,248.97999572753906,5728.7998046875
2024-11-04,220.35812377929688,195.77999877929688,168.26834106445312,402.8648376464844,242.83999633789062,5712.68994140625
2024-11-05,221.7874298095703,199.5,168.7654571533203,405.8237609863281,251.44000244140625,5782.759765625
2024-11-06,221.06285095214844,207.08999633789062,175.49659729003906,414.4243469238281,288.5299987792969,5929.0400390625
2024-11-07,225.7874298095703,210.0500030517578,179.71226501464844,419.6024169921875,296.9100036621094,5973.10009765625
2024-11-08,225.51914978027344,208.17999267578125,177.32603454589844,416.75201416015625,321.2200012207031,5995.5400390625
2024-11-11,222.8064727783203,206.83999633789062,179.31454467773438,412.2840576171875,350.0,6001.35009765625
2024-11-12,222.8064727783203,208.91000366210938,180.57723999023438,417.23529052734375,328.489990234375,5983.990234375
2024-11-13,223.69082641601562,214.10000610351562,177.8529815673828,419.3755798339844,330.239990234375,5985.3798828125
2024-11-14,226.7711639404297,211.47999572753906,174.57192993164062,421.0424499511719,311.17999267578125,5949.169921875
2024-11-15,223.5715789794922,202.61000061035156,171.49969482421875,409.3153381347656,320.7200012207031,5870.6201171875
2024-11-18,226.5724334716797,201.6999969482422,174.2935333251953,410.0649108886719,338.739990234375,5893.6201171875
2024-11-19,226.8307647705078,204.61000061035156,177.09732055664062,412.067138671875,346.0,5916.97998046875
2024-11-20,227.54620361328125,202.8800048828125,174.96963500976562,409.7985534667969,342.0299987792969,5917.10986328125
2024-11-21,227.06924438476562,198.3800048828125,166.66757202148438,408.0295715332031,339.6400146484375,5948.7099609375
2024-11-22,228.41067504882812,197.1199951171875,163.81405639648438,412.1111145019531,352.55999755859375,5969.33984375
2024-11-25,231.39163208007812,201.4499969482422,166.6874542236328,413.8801574707031,338.5899963378906,5987.3701171875
